GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1998,1998,1998,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,179.0,179 [133-238],133.0,238.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2008,2008,2008,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.05757,0.1,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1978,1978,1978,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,1244.0,1244 [1016-1523],1016.0,1523.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.09021,0.1,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2020,2020,2020,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,2.71402685,2.7 [1.1-5.7],1.087788998,5.673174722
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2013,2013,2013,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,67.0,67 [41-103],41.0,103.0
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2007,2007,2007,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,6.610261009,6.6 [4.9-9.3],4.851766218,9.274195112
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00308,0,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2004,2004,2004,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,50.557611008,50.6 [44.8-56.8],44.775935679,56.76046405
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2014,2014,2014,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,5.27521372,5.3 [1.2-9.7],1.158505074,9.677418331
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2019,2019,2019,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,44.310134469,44,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.26315,0.3,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2001,2001,2001,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.18932,0.2,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1992,1992,1992,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,14.491257655,14.5 [9.9-20.2],9.949697821,20.249168419
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2016,2016,2016,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.26255,0.3,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2008,2008,2008,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,4.90474353,4.9 [1.3-8.4],1.282851252,8.361604272
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2007,2007,2007,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.88007,2.9,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2019,2019,2019,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,22.899865224,22.9 [14.0-37.4],14.002458648,37.427539916
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2019,2019,2019,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,72.158401234,72,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2015,2015,2015,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,50.32668,50.3,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1992,1992,1992,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,1374.0,1374 [1199-1585],1199.0,1585.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,7.93401,7.9,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2013,2013,2013,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.18562,0.2,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2001,2001,2001,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,1106.0,1106 [985-1235],985.0,1235.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2003,2003,2003,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,3.883846402,3.9 [0.8-7.5],0.815094203,7.540532067
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2002,2002,2002,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,2.58238,2.6,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1977,1977,1977,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,209.694309376,209.7 [170.0-258.9],170.040350124,258.935759266
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1994,1994,1994,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,998.0,998 [881-1143],881.0,1143.0
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1990,1990,1990,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,102.0,102 [61-149],61.0,149.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1975,1975,1975,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,229.27815495,229.3 [184.0-286.4],184.004457622,286.379070887
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016,2016,2016,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,15.62003,15.6,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2013,2013,2013,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,8.293195906,8.3 [6.0-12.0],6.038801485,12.046796652
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2013,2013,2013,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,128.0,128 [91-178],91.0,178.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2011,2011,2011,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,5.536331463,5.5 [1.9-9.6],1.902368425,9.638665099
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,28.11317,28.1,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,3.05178785,3,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2015,2015,2015,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,4.45190676,4.5 [2.5-7.5],2.502883755,7.481960081
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,0.66774,0.7,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2013,2013,2013,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1992,1992,1992,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,2589.0,2589 [2273-2985],2273.0,2985.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,14.56536,14.6,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1996,1996,1996,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,136.5025161,136.5 [112.0-165.7],112.015265658,165.731905321
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2004,2004,2004,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,170.0,170 [148-195],148.0,195.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,3.94721,3.9,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1997,1997,1997,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,274.0,274 [227-329],227.0,329.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016,2016,2016,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,58.265467441,58,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2010,2010,2010,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,5.7681,5.8,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.1565,0.2,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2015,2015,2015,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,0.0,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2007,2007,2007,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,0.782771228,1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2011,2011,2011,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,7.55728,7.6,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2012,2012,2012,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,103.0,103 [69-152],69.0,152.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2020,2020,2020,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,6.838061154,6.8 [3.5-11.3],3.540023449,11.349259751
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1976,1976,1976,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,159.488409851,159.5 [128.7-197.7],128.725587724,197.699077505
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.00194,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.60228,0.6,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2009,2009,2009,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,5.368522358,5.4 [3.6-7.9],3.647527888,7.907945085
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1976,1976,1976,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,228.443727467,228.4 [184.0-284.8],184.048838845,284.77212516
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2006,2006,2006,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,7.116765111,7.1 [5.3-9.8],5.250471014,9.839392607
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1991,1991,1991,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,18.072408019,18.1 [11.8-30.3],11.788556278,30.28726384
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,2.847707868,3,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2003,2003,2003,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.65352,0.7,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,7.8094,7.8,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2018,2018,2018,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,24.28309,24.3,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2018,2018,2018,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,85.0,85 [53-137],53.0,137.0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2011,2011,2011,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,26.960696239,27.0 [21.0-34.4],21.003198969,34.426865228
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2007,2007,2007,SEAR,South-East Asia,BTN,Bhutan,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.49603,0.5,,
